,feature,feature_spellcheck
23101,seaman,seaman
23102,seamen,seamen
23103,seamless,-1
23104,sean,-1
23105,seanbrody,-1
23106,seaplane,-1
23107,seaport,seaport
23108,seaports,seaports
23109,seaquake,-1
23110,sear,-1
23111,search,search
23112,searchers,searches
23113,searchin,searching
23114,seas,seas
23115,seashore,seashore
23116,seaside,seaside
23117,season,season
23118,seasonable,seasonable
23119,seasonably,reasonably
23120,seasonal,seasonal
23121,seat,seat
23122,seattle,seattle
23123,seawalls,-1
23124,seawater,-1
23125,seawaters,headwaters
23126,seaworthy,-1
23127,sebastien,-1
23128,sec,-1
23129,secession,secession
23130,secessionist,secessionist
23131,secgcl,-1
23132,seco,-1
23133,secon,second
23134,second,second
23135,secondaire,secondary
23136,secondary,secondary
23137,secondly,secondly
23138,secondment,-1
23139,secours,-1
23140,secre,-1
23141,secrecy,secrecy
23142,secret,secret
23143,secretariat,secretariat
23144,secretariats,secretariat
23145,secretaries,secretaries
23146,secretary,secretary
23147,secretion,secretion
23148,secretions,secretions
23149,secretive,secretive
23150,secretquark,-1
23151,secrets,secrets
23152,sect,sect
23153,sectarian,-1
23154,sectarianism,sectarianism
23155,secter,-1
23156,section,section
23157,secton,section
23158,sector,sector
23159,sectoral,pectoral
23160,sectors,sector
23161,sects,sects
23162,secular,secular
23163,secularise,-1
23164,secure,secure
23165,securely,securely
23166,securite,security
23167,security,security
23168,sedentary,sedentary
23169,sedid,-1
23170,sediment,sediment
23171,sedimentary,sedentary
23172,sedimentation,-1
23173,sedition,sedition
23174,seditious,seditious
23175,see,see
23176,seed,seed
23177,seedbeds,seedless
23178,seedling,needling
23179,seedlings,feelings
23180,seek,seek
23181,seekers,seekers
23182,seelvathi,-1
23183,seem,seem
23184,seemingly,seemingly
23185,seep,-1
23186,seepage,-1
23187,seepages,-1
23188,seer,-1
23189,seetweets,-1
23190,segimos,-1
23191,segment,segment
23192,segregate,aggregate
23193,segregation,aggregation
23194,seguineau,-1
23195,sehta,septa
23196,sehw,-1
23197,sehwan,-1
23198,sehwas,seas
23199,seigneur,seigneur
23200,seija,-1
23201,seime,seize
23202,seism,-1
23203,seisme,sense
23204,seismic,-1
23205,seismically,-1
23206,seismicity,-1
23207,seismo,-1
23208,seismograph,-1
23209,seismographic,-1
23210,seismographs,-1
23211,seismologic,-1
23212,seismological,-1
23213,seismologist,-1
23214,seismologists,-1
23215,seismology,-1
23216,seismometer,-1
23217,seismometers,-1
23218,seize,seize
23219,seizure,seizure
23220,sejani,-1
23221,sekarang,-1
23222,sekou,serous
23223,seksyon,-1
23224,sel,-1
23225,selaab,slab
23226,selab,slab
23227,selangor,-1
23228,selassie,-1
23229,selatan,-1
23230,seld,-1
23231,seldom,seldom
23232,select,select
23233,selection,selection
23234,selectively,selective
23235,selectivity,-1
23236,selector,elector
23237,seleka,-1
23238,selenagomez,-1
23239,self,self
23240,selfdetermination,-1
23241,selfish,selfish
23242,sell,sell
23243,sellers,sellers
23244,sellin,selling
23245,seltzer,-1
23246,selves,serves
23247,sem,-1
23248,semadam,madam
23249,semarang,smearing
23250,semblance,semblance
23251,semboro,temporo
23252,seme,-1
23253,semeru,severe
23254,semi,semi
23255,semiarid,-1
23256,seminar,seminar
23257,seminarist,seminarists
23258,seminars,-1
23259,seminary,seminary
23260,semipermanent,-1
23261,semolina,-1
23262,sempre,semple
23263,sen,-1
23264,senagal,senegal
23265,senate,senate
23266,senator,senator
23267,senatorial,senatorial
23268,sence,-1
23269,sench,bench
23270,send,send
23271,sendafa,-1
23272,sendai,send
23273,sender,-1
23274,senegal,senegal
23275,senegale,senegal
23276,senegalese,-1
23277,senegals,senegal
23278,sengal,-1
23279,sengor,senior
23280,senior,senior
23281,seniors,seniors
23282,senmak,-1
23283,senowo,snow
23284,sens,sens
23285,sensation,sensation
23286,sensationalism,sensationalism
23287,sensationnyc,-1
23288,sensationus,sensations
23289,sensationwhite,-1
23290,sense,sense
23291,senseless,senseless
23292,sensitisation,-1
23293,sensitise,sensitive
23294,sensitive,sensitive
23295,sensitivity,sensitivity
23296,sensitization,-1
23297,sensitize,sensitive
23298,sensor,-1
23299,sensors,sensory
23300,sentence,sentence
23301,senthankulam,-1
23302,sentil,-1
23303,sentimental,sentimental
23304,sentiments,sentiments
23305,sentinel,sentinel
23306,seo,-1
23307,seoul,soul
23308,sep,-1
23309,separate,separate
23310,separately,separately
23311,separation,separation
23312,separatism,separatist
23313,separatist,separatist
23314,separatists,separatists
23315,separator,-1
23316,seperate,separate
23317,seperated,separated
23318,seperatist,separatist
23319,sepo,sero
23320,seppa,septa
23321,sepsis,sepsis
23322,sept,sept
23323,septage,stage
23324,september,september
23325,septembers,september
23326,septic,septic
23327,septicaemia,septicaemia
23328,septicemia,septicaemia
23329,sequel,sequel
23330,sequelae,sequelae
23331,sequence,sequence
23332,sequential,-1
23333,sequestration,sequestration
23334,seqy,-1
23335,ser,her
23336,seram,serum
23337,serambi,-1
23338,serb,-1
23339,serbia,serbia
23340,serc,-1
23341,serein,herein
23342,seren,seen
23343,serf,serf
23344,sergey,sergey
23345,series,series
23346,serious,serious
23347,seriously,seriously
23348,seriousness,seriousness
23349,sermon,sermon
23350,serogroup,-1
23351,serolevi,-1
23352,serotypes,-1
23353,serpentine,serpentine
23354,serpong,strong
23355,serum,serum
23356,seruwila,-1
23357,serv,-1
23358,servantes,servants
23359,servants,servants
23360,serve,serve
23361,service,service
23362,serviceable,serviceable
23363,servicemen,-1
23364,servicepersons,-1
23365,sesame,sesame
23366,sesheke,-1
23367,session,session
23368,sessions,sessions
23369,set,set
23370,setback,-1
23371,sete,see
23372,sethiathoppu,-1
23373,seti,set
23374,settings,settings
23375,settle,settle
23376,settlement,settlement
23377,settlements,settlements
23378,settlers,settlers
23379,setup,-1
23380,seunebouk,-1
23381,sevakas,-1
23382,seven,seven
23383,sevens,seven
23384,seventh,seventh
23385,seventy,seventy
23386,sever,-1
23387,several,several
23388,severals,several
23389,severars,several
23390,severe,severe
23391,severely,severely
23392,severer,severer
23393,severest,severe
23394,severity,severity
23395,severl,-1
23396,sevice,service
23397,seville,seville
23398,sew,sew
23399,sewa,sea
23400,sewage,-1
23401,sewalanka,-1
23402,seward,seward
23403,sewaren,-1
23404,sewer,fewer
23405,sewerage,-1
23406,sewers,-1
23407,sex,sex
23408,sexta,septa
23409,sexual,sexual
23410,sexuality,sexuality
23411,sexually,sexually
23412,sexy,sex
23413,seychelles,-1
23414,seza,sea
23415,sezon,seton
23416,sf,of
23417,sfam,-1
23418,sfc,sac
23419,sfchronicle,chronicle
23420,sfma,-1
23421,sfo,so
23422,sfp,-1
23423,sfydk,-1
23424,sg,sg
23425,sh,-1
23426,sha,she
23427,shaanxi,-1
23428,shaartuz,-1
23429,shabaab,-1
23430,shabab,shabby
23431,shabeellaha,-1
23432,shabelle,-1
23433,shabiha,-1
23434,shabqadar,-1
23435,shack,shock
23436,shada,shade
23437,shadadkot,-1
23438,shade,shade
23439,shadi,shade
23440,shadow,shadow
23441,shadowy,shadowy
23442,shady,shady
23443,shafaqat,-1
23444,shaft,shaft
23445,shaggy,shaggy
23446,shah,shah
23447,shahabaan,-1
23448,shahapur,-1
23449,shahayak,-1
23450,shahdad,shaded
23451,shahdadkot,-1
23452,shahdadkt,-1
23453,shahdakdot,-1
23454,shaheed,-1
23455,shaheru,-1
23456,shahim,-1
23457,shahimardan,-1
23458,shahr,shah
23459,shahwali,-1
23460,shahzaib,-1
23461,shaidai,-1
23462,shake,shake
23463,shakey,-1
23464,shakhane,-1
23465,shakiso,shaking
23466,shaktikanta,-1
23467,shaky,-1
23468,shall,shall
23469,shallah,shall
23470,shallow,shallow
23471,shallower,-1
23472,shalman,-1
23473,shalom,shall
23474,shalunka,-1
23475,shamali,-1
23476,shamble,-1
23477,shame,shame
23478,shameful,shameful
23479,shamianas,-1
23480,shampoo,-1
23481,shamshatu,-1
23482,shamsher,shamshevo
23483,shamsul,shameful
23484,shancali,-1
23485,shancol,-1
23486,shanghai,-1
23487,shangla,-1
23488,shangyi,shaggy
23489,shanti,shanty
23490,shanties,shanties
23491,shantou,-1
23492,shanty,shanty
23493,shantytowns,-1
23494,shanwei,-1
23495,shanxi,shan
23496,shaoguan,-1
23497,shap,-1
23498,shape,shape
23499,shar,-1
23500,sharaagathers,-1
23501,sharah,sarah
23502,sharankhola,-1
23503,share,share
23504,sharecropping,-1
23505,shareef,-1
23506,sharethis,-1
23507,sharia,-1
23508,shariat,sharing
23509,sharif,-1
23510,sharifabad,-1
23511,sharipov,-1
23512,shark,-1
23513,sharkulei,-1
23514,sharonkhola,-1
23515,sharp,sharp
23516,sharply,sharply
23517,sharqi,-1
23518,shartage,shortage
23519,shas,has
23520,shatter,shatter
23521,shaturskiy,-1
23522,shaukat,-1
23523,shave,shave
23524,shawls,shawls
23525,shawn,shown
23526,shawncarrie,-1
23527,shaybabiiii,-1
23528,shaydaie,-1
23529,shdeed,-1
23530,sheaked,-1
23531,shear,hear
23532,shebab,sheaf
23533,shebel,-1
23534,shebele,-1
23535,shebelle,-1
23536,shebergan,-1
23537,shec,she
23538,shed,shed
23539,sheeeee,-1
23540,sheenimit,-1
23541,sheep,sheep
23542,sheer,sheer
23543,sheet,sheet
23544,sheik,-1
23545,sheikh,-1
23546,shek,she
23547,shelbourne,melbourne
23548,shelby,-1
23549,shelders,shelters
23550,sheleter,shelter
23551,shelf,shelf
23552,shell,shell
23553,shellyjack,-1
23554,shelter,shelter
23555,shelterbox,-1
23556,shelterless,-1
23557,sheltery,shelter
23558,sheltter,shelter
23559,shelve,shelves
23560,shem,-1
23561,shema,-1
23562,shenanigans,-1
23563,shenzhen,-1
23564,sheohar,-1
23565,shepherd,shepherd
23566,sher,-1
23567,sheraton,-1
23568,sheria,-1
23569,sherlterless,-1
23570,sherly,sherry
23571,sherpao,sherman
23572,shershah,-1
23573,sherubai,-1
23574,sheselusive,-1
23575,shesssh,-1
23576,shet,she
23577,shfi,safi
23578,shfincome,-1
23579,shi,she
23580,shiddd,-1
23581,shieb,shied
23582,shield,shield
23583,shifa,shift
23584,shifang,shining
23585,shift,shift
23586,shiga,-1
23587,shigella,-1
23588,shigelloses,-1
23589,shigellosis,-1
23590,shiites,-1
23591,shikarpur,-1
23592,shill,-1
23593,shiller,-1
23594,shimantan,-1
23595,shimla,shield
23596,shimmer,swimmer
23597,shinawatra,-1
23598,shindand,-1
23599,shine,shine
23600,shingo,-1
23601,shinile,single
23602,shinkiari,-1
23603,shinuiju,-1
23604,shinzo,-1
23605,shiogama,-1
23606,ship,ship
23607,shipboard,shipboard
23608,shipment,shipment
23609,shipments,shipments
23610,shippanpoint,-1
23611,shirak,-1
23612,shirdon,swindon
23613,shire,-1
23614,shirt,shirt
23615,shit,shit
23616,shiti,shit
23617,shitscrazy,-1
23618,shitty,-1
23619,shiv,ship
23620,shiver,shiver
23621,shlepping,-1
23622,shleter,shelter
23623,shleyy,-1
23624,shneider,schneider
23625,sho,-1
23626,shock,shock
23627,shocker,shocked
23628,shockingly,-1
23629,shockwave,-1
23630,shockwaves,-1
23631,shoddy,-1
23632,shoe,shoe
23633,shoeboxes,-1
23634,shokhrukh,-1
23635,shokria,-1
23636,shomali,-1
23637,shompen,-1
23638,shoot,shoot
23639,shootout,-1
23640,shoould,should
23641,shop,shop
23642,shoplift,-1
23643,shoprite,-1
23644,shor,-1
23645,shore,shore
23646,shorebreak,-1
23647,shoreline,-1
23648,shorelines,-1
23649,short,short
23650,shortage,shortage
23651,shortages,shortage
23652,shortcoming,shortcomings
23653,shortcomings,shortcomings
23654,shorten,shorten
23655,shorter,shorter
23656,shortest,shortest
23657,shortfall,-1
23658,shortfalls,-1
23659,shortlist,shortest
23660,shortly,shortly
23661,shortness,shortness
23662,shortwave,shortage
23663,shotgun,-1
23664,shots,shots
23665,shou,-1
23666,shoulder,shoulder
23667,shouldit,should
23668,shouldnt,shouldn
23669,shout,shout
23670,shoutout,-1
23671,shove,shove
23672,shovel,shovel
23673,show,show
23674,showcase,-1
23675,showcased,-1
23676,shower,shower
23677,showery,shower
23678,showground,-1
23679,showtime,-1
23680,shrc,-1
23681,shref,shred
23682,shri,-1
23683,shrimp,shrimp
23684,shrine,shrine
23685,shrink,shrink
23686,shrivel,shrivels
23687,shroud,stroud
23688,shrub,shrub
23689,shrublands,-1
23690,shrubs,shrub
23691,shrug,shrug
23692,shs,she
23693,shtime,time
23694,shtml,html
23695,shuda,shuya
23696,shuffle,scuffle
23697,shukri,-1
23698,shukria,-1
23699,shun,shun
23700,shunt,-1
23701,shura,shuya
23702,shurobad,-1
23703,shut,shut
23704,shutdown,-1
23705,shutdowns,-1
23706,shutter,shutter
23707,shuttle,scuttle
23708,shuttlebusline,-1
23709,shwe,she
23710,shwebo,-1
23711,shy,shy
23712,si,si
23713,sia,-1
23714,siachen,kitchen
23715,siad,said
23716,sialkot,-1
23717,siam,siam
23718,siang,-1
23719,sias,-1
23720,siaya,-1
23721,siberia,siberia
23722,siberian,-1
23723,sibert,-1
23724,siberut,siberia
23725,sibi,-1
23726,sibintun,-1
23727,siblings,-1
23728,sibolga,-1
23729,sic,sic
23730,sice,-1
23731,sicfujxm,-1
23732,sichuan,-1
23733,sichuanprovince,-1
23734,sick,sick
23735,sicken,silken
23736,sickles,sickle
23737,sickly,sickly
23738,sickness,sickness
23739,sicot,scot
23740,sid,-1
23741,side,side
23742,sidewalks,sidewalk
23743,sidibe,side
23744,sidney,sidney
23745,sidoardjo,-1
23746,sidoarjo,-1
23747,sidr,side
23748,sids,side
23749,siege,siege
23750,sierra,pierre
23751,siferry,ferry
23752,sig,-1
23753,sigh,sigh
23754,sight,sight
23755,sigi,sign
23756,sign,sign
23757,signages,-1
23758,signal,signal
23759,signatories,signatures
23760,signature,signature
23761,signboards,signboards
23762,signeneau,-1
23763,significance,significance
23764,significant,significant
23765,significantly,significantly
23766,signo,-1
23767,signoa,-1
23768,siguiri,-1
23769,sihelp,help
23770,siiqqee,-1
23771,sikandar,-1
23772,sikkim,-1
23773,siklyn,-1
23774,siko,-1
23775,siks,-1
23776,silage,-1
23777,silb,silk
23778,silence,silence
23779,silent,silent
23780,silicon,-1
23781,silk,silk
23782,silllllly,-1
23783,silo,silk
23784,siloe,-1
23785,siloed,-1
23786,silos,-1
23787,silt,-1
23788,siltation,-1
23789,siltepl,-1
23790,siltyloam,-1
23791,silver,silver
23792,silvio,silver
23793,silvya,silver
23794,sim,him
23795,sima,-1
23796,simacem,-1
23797,simeulue,-1
23798,simien,simon
23799,similac,similar
23800,similar,similar
23801,similarly,similarly
23802,similiarly,similarly
23803,simmer,summer
23804,simmondsia,-1
23805,simon,simon
23806,simone,simon
23807,simpang,-1
23808,simpaties,sympathies
23809,simple,simple
23810,simpler,simpler
23811,simplify,simplify
23812,simply,simply
23813,simsim,-1
23814,simulate,simulate
23815,simulation,stimulation
23816,simulations,situations
23817,simulator,simulate
23818,simultaneous,simultaneous
23819,simultaneously,simultaneously
23820,simunja,-1
23821,sin,sin
23822,sina,-1
23823,sinabang,-1
23824,sinabung,-1
23825,sinai,-1
23826,since,since
23827,sincerely,sincerely
23828,sincia,since
23829,sind,-1
23830,sindh,-1
23831,sindhi,-1
23832,sindhupalchowk,-1
23833,sine,-1
23834,sinensis,-1
23835,sing,sing
23836,singapore,-1
23837,singaporean,-1
23838,singaporeans,-1
23839,singh,-1
23840,singkil,-1
23841,single,single
23842,singu,sing
23843,sinhalese,-1
23844,sinister,sinister
23845,sinjembela,-1
23846,sink,sink
23847,sinkage,-1
23848,sinkhole,-1
23849,sinlaku,-1
23850,sinsaat,-1
23851,sinuiju,-1
23852,sinus,sinus
23853,sinuses,sinuses
23854,sion,-1
23855,sip,sip
23856,sipah,-1
23857,siphon,-1
23858,siphonage,-1
23859,sipil,-1
23860,sipkovica,-1
23861,sipongi,spongy
23862,sipora,-1
23863,sippin,sipping
23864,sir,sir
23865,sirajgani,-1
23866,sirajganj,-1
23867,sirconstance,-1
23868,sirecovers,recovers
23869,siregar,vinegar
23870,siren,sire
23871,sirens,-1
23872,sirin,sirin
23873,sirisena,-1
23874,sirkare,-1
23875,sirombu,-1
23876,sirsha,-1
23877,sise,-1
23878,sisky,risky
23879,sismic,-1
23880,sismologists,-1
23881,sissiborgaon,-1
23882,sistan,-1
23883,sistani,distant
23884,sistems,-1
23885,sister,sister
23886,sisters,sisters
23887,sit,sit
23888,sita,-1
23889,site,site
23890,siterip,-1
23891,sitoe,site
23892,sitoli,stole
23893,sitrep,-1
23894,sitron,-1
23895,sittway,-1
23896,sittwe,little
23897,situ,situ
23898,situate,situate
23899,situati,situate
23900,situation,situation
23901,situations,situations
23902,situaton,situation
23903,sitwon,simon
23904,sivady,steady
23905,sivadye,-1
23906,sivajinagar,-1
23907,sivsagar,-1
23908,siw,-1
23909,six,six
23910,sixteen,sixteen
23911,sixth,sixth
23912,sixty,sixty
23913,sixwords,swords
23914,siyb,-1
23915,sizable,-1
23916,size,size
23917,sizeable,-1
23918,sj,-1
23919,sjdqmlgdgettin,-1
23920,sjh,-1
23921,skatepark,-1
23922,ske,she
23923,skeleton,skeleton
23924,ski,ski
23925,skid,said
23926,skill,skill
23927,skilled,skilled
23928,skills,skill
23929,skillshare,-1
23930,skim,skin
23931,skin,skin
23932,skincare,sincere
23933,skinny,skinny
23934,skip,skin
23935,skirmish,skirmish
23936,skirt,skirt
23937,skit,skin
23938,skj,sky
23939,skpd,-1
23940,sktxodoq,-1
23941,sky,sky
23942,skyfm,sky
23943,skyline,skyline
23944,skynews,-1
23945,skype,-1
23946,skyscraper,-1
23947,sl,-1
23948,sla,-1
23949,slab,slab
23950,slabs,slabs
23951,slack,slack
23952,slam,slam
23953,slant,-1
23954,slap,slap
23955,slash,slash
23956,slat,-1
23957,slatino,platino
23958,slaughter,slaughter
23959,slave,slave
23960,slavery,slavery
23961,slay,slay
23962,sleep,sleep
23963,sleepjust,-1
23964,sleepoing,sleeping
23965,sleepping,sleeping
23966,sleepy,sleepy
23967,sleet,-1
23968,sleeve,sleeve
23969,slelak,speak
23970,sleman,-1
23971,slesiene,-1
23972,slfp,slip
23973,slick,-1
23974,slide,slide
23975,slight,slight
23976,slightly,slightly
23977,slim,slim
23978,slime,slime
23979,sling,sling
23980,slip,slip
23981,slippery,slippery
23982,slm,-1
23983,slmm,slim
23984,slogans,slogans
23985,slop,slop
23986,slope,slope
23987,slosh,-1
23988,slovak,slovaks
23989,slovakia,slovaks
23990,slovenia,slovenly
23991,slovenly,slovenly
23992,slow,slow
23993,slowdown,-1
23994,slower,slower
23995,slowly,slowly
23996,slpa,slap
23997,slpeeping,sleeping
23998,slrc,-1
23999,slrcs,-1
24000,slt,-1
24001,sludge,-1
24002,sluggish,sluggish
24003,sluice,slice
24004,slum,-1
24005,slumber,slumber
24006,slump,slump
24007,slurr,slur
24008,slurrrr,slurred
24009,slurry,-1
24010,slush,-1
24011,sm,-1
24012,small,small
24013,smaller,smaller
24014,smallholder,-1
24015,smallholders,-1
24016,smallpox,smallpox
24017,smart,smart
24018,smash,smash
24019,smcrs,-1
24020,sme,-1
24021,smear,smear
24022,smel,smell
24023,smell,smell
24024,smellind,smelling
24025,smelly,smell
24026,smelter,smelter
24027,smerdon,emerson
24028,smh,-1
24029,smhs,she
24030,smile,smile
24031,smithcanteen,-1
24032,smog,-1
24033,smoke,smoke
24034,smokejumper,-1
24035,smolder,solder
24036,smooth,smooth
24037,smoother,smoother
24038,smoothly,smoothly
24039,sms,sums
24040,smss,-1
24041,smuggle,smuggled
24042,smugglers,smugglers
24043,smutsakorn,-1
24044,sn,sn
24045,snack,snack
24046,snail,snail
24047,snake,snake
24048,snakebite,-1
24049,snakebites,-1
24050,snap,snap
24051,snaper,-1
24052,snappy,sappy
24053,snarl,snarl
24054,snatch,snatch
24055,snato,santo
24056,snaulhaq,-1
24057,snc,sac
24058,sneak,speak
24059,sneaker,speaker
24060,sneakers,speakers
24061,sned,-1
24062,sneeze,-1
24063,sngal,-1
24064,snicker,-1
24065,sniff,sniff
24066,sniffer,sniffed
24067,snipr,-1
24068,snl,-1
24069,snnpr,inner
24070,snooki,shook
24071,snore,snore
24072,snow,snow
24073,snowbound,-1
24074,snowdays,nowadays
24075,snowdrift,-1
24076,snowdrifts,-1
24077,snowfall,snowballs
24078,snowfalls,snowballs
24079,snowflakes,snowflakes
24080,snowline,scowling
24081,snowmelt,-1
24082,snowpack,-1
24083,snowploughs,-1
24084,snowpocalypse,-1
24085,snowslide,-1
24086,snowstorm,-1
24087,snowstorms,-1
24088,snowsucks,-1
24089,snowy,snowy
24090,snqgylzwclifton,-1
24091,snuggle,struggle
24092,soa,so
24093,soak,soak
24094,soap,soap
24095,soar,soar
24096,sob,sob
24097,sobat,-1
24098,sober,sober
24099,soccer,soccer
24100,soccere,soccer
24101,social,social
24102,socialism,socialism
24103,socialist,socialist
24104,socialistic,socialistic
24105,socialize,-1
24106,socially,socially
24107,socialmedia,-1
24108,socialmediamarketing,-1
24109,socialprimerdam,-1
24110,societies,societies
24111,society,society
24112,socio,-1
24113,sociologist,-1
24114,sociologists,-1
24115,sock,sock
24116,sockets,sockets
24117,soclose,close
24118,socold,scold
24119,socorro,-1
24120,soda,soda
24121,sodecom,-1
24122,sodex,-1
24123,sodium,sodium
24124,sodomy,sooty
24125,soemarmo,-1
24126,soeur,-1
24127,soeurs,-1
24128,sofala,-1
24129,sofiagv,-1
24130,sofrer,softer
24131,soft,soft
24132,sogebank,-1
24133,sogesk,sores
24134,sogesol,-1
24135,soggy,-1
24136,sogon,soon
24137,soho,-1
24138,soichi,tocchi
24139,soil,soil
24140,soilless,soulless
24141,soint,-1
24142,sois,-1
24143,sojed,-1
24144,sokoru,-1
24145,sokoto,-1
24146,sokuluk,-1
24147,sol,sol
24148,solace,solace
24149,solangi,slang
24150,solanium,selenium
24151,solar,solar
24152,solberg,sober
24153,soldier,soldier
24154,sole,sole
24155,solei,sole
24156,soleil,-1
24157,solely,solely
24158,soley,sole
24159,solicit,solicit
24160,solid,solid
24161,solidaria,solidarity
24162,solidaristes,-1
24163,solidarit,solidarity
24164,solidarite,solidarity
24165,solidarites,solidarity
24166,solidariti,solidarity
24167,solidarity,solidarity
24168,solidatire,-1
24169,soliders,soldiers
24170,solids,solids
24171,solifluction,-1
24172,solino,-1
24173,solitarious,-1
24174,solitary,solitary
24175,sollic,solid
24176,solo,solo
24177,solokan,-1
24178,solomon,solomon
24179,solon,soon
24180,soluble,double
24181,solution,solution
24182,solutions,solutions
24183,solve,solve
24184,solvents,solvents
24185,som,-1
24186,somair,domain
24187,somali,small
24188,somalia,-1
24189,somalias,-1
24190,somaliland,-1
24191,somalimidnimo,-1
24192,somalis,-1
24193,somarlavous,-1
24194,somebody,somebody
24195,someday,someday
24196,somehwere,somewhere
24197,someo,some
24198,someone,someone
24199,someones,someone
24200,someplace,-1
24201,somers,some
24202,sometents,-1
24203,somethin,something
24204,something,something
24205,somethng,something
24206,sometime,sometime
24207,sometimes,sometimes
24208,someting,something
24209,somewhat,somewhat
24210,somewhere,somewhere
24211,somme,some
24212,sommes,sommes
24213,somnadi,-1
24214,somone,someone
24215,somos,-1
24216,somr,some
24217,son,son
24218,sonami,sonata
24219,sonamy,sonya
24220,sonankuppam,-1
24221,sonapi,-1
24222,sonar,solar
24223,sonde,-1
24224,song,song
24225,songhai,-1
24226,songhua,-1
24227,songkhla,-1
24228,songo,song
24229,songrim,-1
24230,songs,songs
24231,songsak,songs
24232,sonia,sonya
24233,sonitpur,-1
24234,sonke,-1
24235,sonny,sunny
24236,sonography,monograph
24237,sons,sons
24238,sony,-1
24239,soo,-1
24240,soodaikuda,-1
24241,sool,-1
24242,soomro,-1
24243,soon,soon
24244,soone,soon
24245,sooner,sooner
24246,sooo,soon
24247,sooooo,-1
24248,soooooo,-1
24249,sooriyabandara,-1
24250,soot,soot
24251,sophisticate,sophisticated
24252,sopo,-1
24253,sopore,spore
24254,soptd,-1
24255,sorbonne,sorbonne
24256,sore,sore
24257,soreeyes,-1
24258,sorel,-1
24259,sores,sores
24260,sorghum,-1
24261,sorgum,-1
24262,soros,-1
24263,sorrow,sorrow
24264,sorry,sorry
24265,sors,-1
24266,sort,sort
24267,sortie,-1
24268,sorties,forties
24269,sos,so
24270,sosad,-1
24271,sosinyi,-1
24272,sosyal,-1
24273,sot,sot
24274,sotruthbetold,-1
24275,sou,-1
24276,souare,square
24277,souch,such
24278,soud,-1
24279,soudelor,-1
24280,souffert,suffer
24281,soul,soul
24282,soule,-1
24283,souleymane,-1
24284,soulik,soul
24285,souls,souls
24286,soumaila,-1
24287,soums,-1
24288,soun,-1
24289,sounami,-1
24290,sound,sound
24291,soundness,soundness
24292,soundsgood,-1
24293,soup,soup
24294,souple,couple
24295,source,source
24296,souri,sour
24297,soursop,-1
24298,sourthern,southern
24299,sous,sous
24300,sousmalta,-1
24301,south,south
24302,southasiaearthquakerelief,-1
24303,southbury,-1
24304,southeast,southeast
24305,southeasterly,-1
24306,southeastern,southwestern
24307,southerly,southerly
24308,southern,southern
24309,southerner,southerner
24310,southernmost,-1
24311,southside,outside
24312,southward,southward
24313,southwards,southward
24314,southwest,southwest
24315,southwesterly,-1
24316,southwestern,southwestern
24317,southwestwards,-1
24318,souverain,souverain
24319,souverin,souverain
24320,sove,-1
24321,sovereign,sovereign
24322,sovereignty,sovereignty
24323,soviet,soviet
24324,soviets,soviet
24325,sovona,soon
24326,sow,sow
24327,soy,-1
24328,soya,sonya
24329,soyabeans,-1
24330,soybean,-1
24331,soybeans,-1
24332,soymilk,-1
24333,soyo,-1
24334,sp,-1
24335,spa,-1
24336,space,space
24337,spacious,spacious
24338,spade,spade
24339,spaghetti,-1
24340,spain,spain
24341,spam,-1
24342,span,span
24343,spanish,spanish
24344,spanishdict,-1
24345,spar,-1
24346,spare,spare
24347,sparingly,sparingly
24348,spark,spark
24349,sparkle,sparkle
24350,sparrow,sparrow
24351,sparse,spare
24352,sparsely,scarcely
24353,spasmodic,spasmodic
24354,spasms,spasms
24355,spat,spat
24356,spate,state
24357,spatial,spatial
24358,spawn,spain
24359,spazzing,-1
24360,spca,sca
24361,spcampuspreps,-1
24362,speak,speak
24363,speaker,speaker
24364,speakers,speakers
24365,spear,spear
24366,spearhead,-1
24367,speasialist,specialist
24368,special,special
24369,specialement,-1
24370,specialise,specialise
24371,specialist,specialist
24372,specialists,specialists
24373,specialization,-1
24374,specialize,specialized
24375,specially,specially
24376,specials,special
24377,specialties,specialise
24378,specialty,specially
24379,specialy,special
24380,species,species
24381,specific,specific
24382,specifically,specifically
24383,specifications,specification
24384,specify,specify
24385,specimens,specimens
24386,speckle,speckled
24387,spectacles,spectacles
24388,spectators,spectators
24389,specter,specter
24390,spectre,specter
24391,spectrum,spectrum
24392,speculate,-1
24393,speculation,speculation
24394,speculations,speculation
24395,speculatively,speculative
24396,speech,speech
24397,speeches,speeches
24398,speechless,speechless
24399,speed,speed
24400,speedboats,-1
24401,speediest,-1
24402,speedway,-1
24403,speedy,speedy
24404,spell,spell
24405,spend,spend
24406,spew,-1
24407,sphaky,speak
24408,sphere,sphere
24409,spice,spice
24410,spike,spike
24411,spill,spill
24412,spillage,pillage
24413,spillages,villages
24414,spillover,-1
24415,spillway,-1
24416,spinach,spinal
24417,spinal,spinal
24418,spinals,spinal
24419,spine,spine
24420,spiral,spiral
24421,spirit,spirit
24422,spiritual,spiritual
24423,spit,spit
24424,spite,spite
24425,spiti,spite
24426,spla,sila
24427,splash,splash
24428,spleen,spleen
24429,spleepy,sleepy
24430,splende,-1
24431,splint,splint
24432,splinter,splinter
24433,split,split
24434,splm,-1
24435,spn,-1
24436,spodoptera,-1
24437,spoil,spoil
24438,spoilage,-1
